"Iter.","Eval.","Best","Current","Min. step","Max. step","Bound corr.","Time m:s"
0,1,8.48577234425814822e+03,8.48577234425814822e+03,3.24898376155546346e-05,1.20511200607002866e+00,"",1.222100886021508
1,2,8.47903397810345814e+03,8.47903397810345814e+03,3.89878051386655615e-05,1.44613440728403431e+00,"",2.434367464011302
2,3,8.47091099995080367e+03,8.47091099995080367e+03,4.67853661663986752e-05,1.73536128874084117e+00,"",3.6497206130006816
3,4,8.45864642721667042e+03,8.45864642721667042e+03,5.61424393996784048e-05,2.08243354648900914e+00,"",4.878936541004805
10,11,8.37495755177498722e+03,8.37495755177498722e+03,2.01168510922091116e-04,3.12365031973351359e-01,"2",13.328373105003266
20,21,8.12004729175589819e+03,8.12004729175589819e+03,8.26259298084376883e-13,8.20624032613781806e-01,"2",25.647505722008646
30,31,6.86507249954685449e+03,6.86507249954685449e+03,4.03446922892762150e-16,2.88618615416215363e-01,"0,2,7,8",37.96556706901174
40,41,2.54834943420694390e+03,2.54834943420694390e+03,4.03446922892762150e-16,1.07777930635710906e+00,"0,2,5,7,8",50.009267408022424
50,51,5.40774234883811147e+01,5.40774234883811147e+01,4.03446922892762150e-16,7.62863449286264594e-01,"0,2,5,7",61.84549864300061
60,61,2.53492016726085012e+00,2.53492016726085012e+00,4.03446922892762150e-16,2.20717784453910965e-01,"2,7",73.43086518201744
70,71,2.52649016080452427e+00,2.52695847773787508e+00,4.03446922892762150e-16,2.38375207210223816e-02,"2,7",85.10893336401205
80,81,2.52570315272144041e+00,2.52570315272144041e+00,4.03446922892762150e-16,2.24858741161573124e-02,"2,7",96.72538211700157
90,91,2.52458068373608890e+00,2.52458068373608890e+00,4.03446922892762150e-16,1.39226605754512595e-01,"2,7",108.38012668999727
100,101,2.51854308900280222e+00,2.51897819649886578e+00,4.03446922892762150e-16,1.24718525147184733e-01,"2,7",119.93777306901757
110,111,2.51641820273319938e+00,2.51641820273319938e+00,4.03446922892762150e-16,3.23270417181502762e-02,"2,7",131.55146624401095
120,121,2.51556930846322713e+00,2.51556930846322713e+00,4.03446922892762150e-16,9.44612129715641409e-03,"2,7",143.13222384100663
130,131,2.51479946046214886e+00,2.51479946046214886e+00,4.03446922892762150e-16,5.84878932860116857e-02,"2,7",154.69309878902277
140,141,2.50730077339809787e+00,2.50730077339809787e+00,4.03446922892762150e-16,3.62141619128442838e-01,"2,7",166.31201234200853
150,151,2.27453207278192515e+00,2.27453207278192515e+00,4.03446922892762150e-16,9.01124233709686751e-01,"2,7",177.89165289900848
160,161,1.64667591076189357e+00,1.65795599008171335e+00,4.03446922892762150e-16,1.49176222542618336e-01,"2,7",189.4635719289945
170,171,5.94626440874614692e-01,5.94626440874614692e-01,2.70748646796288617e-08,3.84858271030490584e-01,"",201.10551650400157
180,181,4.42560290816927437e-01,4.42560290816927437e-01,9.70141352826442779e-08,5.48216525843750122e-02,"",212.79974921399844
