"Iter.","Eval.","Best","Current","Min. step","Max. step","Bound corr.","Time m:s"
0,1,1.63849765019721235e+04,1.63849765019721235e+04,2.14103005131965653e-05,3.70506570150519909e-01,"",1.15599865000695
1,2,1.63787294429030444e+04,1.63787294429030444e+04,2.56923606158358790e-05,4.44607884180623858e-01,"",2.330222634016536
2,3,1.63704599421106032e+04,1.63704599421106032e+04,3.08308327390030535e-05,5.33529461016748585e-01,"",3.494120028015459
3,4,1.63590605342749732e+04,1.63590605342749732e+04,3.69969992868036642e-05,6.40235353220098280e-01,"",4.65079232599237
10,11,1.59039830798857820e+04,1.71678950847087763e+04,1.32566937502088552e-04,9.17990047788867614e-01,"2",12.825233559007756
20,21,1.46706212516662745e+04,1.46706212516662745e+04,1.10063527029978376e-08,2.06467112262552627e-01,"2",24.482455551013118
30,31,1.27987210506025967e+04,1.27987210506025967e+04,5.44492098826003151e-13,6.76959816527916369e-01,"2",36.10962582600769
40,41,6.97732310509403487e+03,6.97732310509403487e+03,2.65865282629884351e-16,1.23834031674971401e+00,"2,6",47.73756719799712
50,51,5.44674455013584407e+02,5.44674455013584407e+02,2.65865282629884351e-16,1.23788199944521926e+00,"2,3,6,9",59.34746635999181
60,61,1.18734884187904410e+00,1.18734884187904410e+00,2.65865282629884351e-16,5.02673839780397813e-01,"2,3",71.10529992799275
70,71,8.93852633534359731e-01,8.93852633534359731e-01,1.78419170943304713e-08,1.08577549392565920e-01,"",82.96285927100689
80,81,8.88749343018207738e-01,8.88793615516359714e-01,2.65865282629884351e-16,9.77197944533093193e-03,"3",94.76177279700642
90,91,8.88569333053286892e-01,8.88569333053286892e-01,2.65865282629884351e-16,3.85581920896171035e-02,"3",106.58895695299725
100,101,8.87400997613921994e-01,8.87400997613921994e-01,2.65865282629884351e-16,2.38742162343177688e-01,"3",118.35327105401666
110,111,7.10211953584041100e-01,9.98642937506767359e-01,2.65865282629884351e-16,6.15928559226161076e-01,"3",130.14288198301801
120,121,6.83291278236073052e-01,6.90594785227755525e-01,2.65865282629884351e-16,1.33040568792850783e-01,"3",141.87808108399622
130,131,6.63366747598247541e-01,6.63366747598247541e-01,3.69969992868036553e-08,5.41124793216119712e-02,"",153.61344759300118
140,141,6.51203729605503989e-01,6.51203729605503989e-01,2.29075668003609015e-07,1.15087638050392363e-01,"",165.3867114300083
150,151,6.46681699288649936e-01,6.46681699288649936e-01,1.41837615706355548e-06,7.12592320284602176e-01,"",177.1520763419976
160,161,4.91568380664057836e-01,5.27061111175716301e-01,8.78221131235415540e-06,5.13066470604913505e-01,"",188.9004453330126
170,171,4.11520229352327682e-01,4.11520229352327682e-01,5.43771376519165017e-05,5.74503102061028129e-02,"",200.69987634199788
180,181,2.27344517377261163e-01,2.27344517377261163e-01,3.36688903745229666e-04,2.29801240824411251e-01,"",212.46838394200313
190,191,7.52490439621810864e-02,8.58514752852760910e-02,5.73518889726002258e-04,5.92861963635508471e-01,"",224.21501964400522
200,201,6.21496998404604331e-02,6.21496998404604331e-02,4.28129557104901619e-04,1.85269363636096397e-02,"",235.99637562100543
210,211,6.12185348387728409e-02,6.12185348387728409e-02,1.33165417441908544e-04,7.99219708683280294e-02,"",247.82961719401646
220,221,6.00015659287031766e-02,6.00015659287031766e-02,2.87637301674522464e-05,4.94855777975418243e-01,"",259.4948466689966
230,231,3.25462866122380109e-02,3.25462866122380109e-02,1.78097435721899641e-04,3.69407858835537672e-01,"",271.24486924300436
240,241,1.47426794597645284e-02,1.47426794597645284e-02,4.59471824789720170e-04,3.98960487542380643e-02,"",283.00625430900254
250,251,1.09846757887750290e-02,1.09846757887750290e-02,3.42993879318226889e-04,2.48185340090364102e-02,"",294.7347792730143
260,261,1.01960089356206464e-02,1.01960089356206464e-02,2.13369632446282502e-04,2.21601272044319557e-02,"",306.48304371500853
270,271,1.00188755316137235e-02,1.00213921304596124e-02,1.53272928636104461e-04,5.74390497138876216e-03,"",318.19644136400893
280,281,1.00071008454911386e-02,1.00071008454911386e-02,1.72021943314029650e-05,1.03937527579177737e-03,"",329.9015003849927
290,291,1.00063604231834871e-02,1.00063604231834871e-02,5.59332615618954638e-06,2.69406071485228681e-04,"",341.5923749390058
300,301,1.00063484988165800e-02,1.00063484988165800e-02,2.66913442913648438e-06,3.47311968927267693e-05,"",353.2950752520119
310,311,1.00063476534751443e-02,1.00063476666121583e-02,2.40222098622283611e-07,6.28470483560741327e-06,"",365.0441014569951
320,321,1.00063475698142831e-02,1.00063476164445764e-02,1.21531404167029485e-07,2.33340296000696612e-06,"",376.75608392900904
330,331,1.00063474623127563e-02,1.00063477681608080e-02,1.78419170943304713e-08,2.10006266400626937e-07,"",388.4710402350174
340,341,1.00063474623127563e-02,1.00063477245759379e-02,1.78419170943304713e-08,1.89005639760564250e-08,"",400.25433052901644
350,351,1.00063474623127563e-02,1.00063477060371858e-02,1.78419170943304713e-08,1.78419170943304713e-08,"",411.9594072510081
