"Iter.","Eval.","Best","Current","Min. step","Max. step","Bound corr.","Time m:s"
0,1,6.82512698897352177e+00,6.82512698897352177e+00,1.19999999999999995e-06,7.76938548329602963e-01,"0",0.578086166002322
1,2,6.00438930317172481e+00,6.00438930317172481e+00,1.43999999999999998e-06,4.66163128997761744e-01,"0",1.1498581369996828
2,3,5.46346607195749012e+00,5.46346607195749012e+00,1.72799999999999980e-06,6.99244693496642589e-02,"0",1.7247417220023635
3,4,5.37441058374964076e+00,5.37441058374964076e+00,2.07359999999999951e-06,2.09773408048992763e-02,"0",2.299126501999126
10,11,5.15857462775804532e+00,5.15857462775804532e+00,2.29387221701573499e-06,2.12408528768838721e-02,"0",6.322431186999893
20,21,4.40921416366921637e+00,4.40921416366921637e+00,6.10351562500000038e-14,1.31517762400641641e-01,"0",12.095566977000999
30,31,4.06530788113803698e+00,4.06545465883817680e+00,1.00000000000000006e-09,3.39301383186917549e-01,"",17.874579332001304
40,41,4.06470908037287604e+00,4.06470908037287604e+00,9.53674316406250059e-16,7.32890987683741807e-02,"0",23.6959156060002
50,51,4.06334326978723404e+00,4.06334326978723404e+00,1.19999999999999999e-09,7.09528326320883196e-02,"",29.57498044500244
60,61,4.04388775270504741e+00,4.04388775270504741e+00,7.43008370687999657e-09,4.39321238080552401e-01,"",35.438127359000646
70,71,3.36395699622991717e+00,3.36395699622991717e+00,1.59739999685311325e-08,2.52875533266651686e-01,"",41.22457807699902
80,81,1.23078729521450381e+00,1.23078729521450381e+00,1.00000000000000006e-09,1.02006049160895659e-01,"",47.08891137899991
90,91,8.19334976020387074e-01,8.19334976020387074e-01,1.29599999999999971e-10,1.21417211727580326e-01,"0",53.124692116001825
100,101,3.47910225664795791e-01,3.47910225664795791e-01,1.00000000000000006e-09,2.61035893111080330e-01,"",59.12720133000039
110,111,1.98394037100624254e-01,1.98394037100624254e-01,1.00000000000000006e-09,3.53612115036053068e-02,"",65.09975547000067
120,121,1.57756604032023018e-01,1.57756604032023018e-01,1.14440917968749999e-15,2.63970029425953413e-02,"0",71.1175724220011
130,131,1.20868062306511564e-01,1.20868062306511564e-01,1.00000000000000006e-09,4.52450884151681249e-02,"",77.13879160000215
140,141,1.09393139858420987e-01,1.09393139858420987e-01,1.49999999999999999e-10,1.47098956105680707e-02,"0",83.0946526330008
150,151,8.94853509835686761e-02,8.94853509835686761e-02,9.53674316406250059e-16,2.10109246406178507e-02,"0",89.15121382900179
160,161,6.39248043416796863e-02,6.39248043416796863e-02,1.14440917968749999e-15,1.30094107365615136e-01,"0",95.15623620699989
170,171,5.24790429654315091e-02,5.40734270225840877e-02,1.19999999999999999e-09,1.40501635954864319e-02,"",101.15569543400125
180,181,5.00133491167032013e-02,5.00133491167032013e-02,2.07359999999999954e-09,1.31556411419755329e-02,"",107.180721257002
190,191,4.81595837322705833e-02,4.81595837322705833e-02,1.00000000000000006e-09,9.82063348992016569e-03,"",113.28886060100194
200,201,4.73608049399619757e-02,4.73608049399619757e-02,1.00000000000000006e-09,4.87060140694786474e-03,"",119.32771557399974
210,211,4.71081061411976268e-02,4.71081061411976268e-02,3.58318079999999904e-09,4.21979740800866501e-03,"",125.33855774200129
220,221,4.69629169220940404e-02,4.69629169220940404e-02,7.70351078729317925e-09,3.15006188588883539e-03,"",131.40028601499944
230,231,4.69267881044737045e-02,4.69267881044737045e-02,4.98180969963505711e-09,1.05890489364784891e-03,"",137.4127128370019
240,241,4.68786311129694711e-02,4.68786311129694711e-02,1.19999999999999999e-09,1.75539176205047310e-03,"",143.42018771099902
250,251,4.68548550970455252e-02,4.68548550970455252e-02,7.43008370687999657e-09,1.31039292880362999e-03,"",149.51393880899923
260,261,4.68065303486201109e-02,4.68065303486201109e-02,4.60051199093696576e-08,2.81722486976695953e-03,"",155.54348091300199
270,271,4.67829109338995658e-02,4.67838863003144784e-02,5.11899645937619753e-08,8.76269623492315118e-04,"",161.5953813390006
280,281,4.67794381327800990e-02,4.67794381327800990e-02,3.18442531744874521e-08,4.69680434939516033e-04,"",167.59171334799976
290,291,4.67710177426132676e-02,4.67710177426132676e-02,2.37716076177421838e-08,1.00976994996655354e-03,"",173.6143645150005
300,301,4.67605852293936641e-02,4.67606632390582116e-02,2.13944468559679622e-09,9.04547074284278393e-04,"",179.67579366800055
310,311,4.67483726800829238e-02,4.67483726800829238e-02,2.48831999999999953e-09,6.53068803447574993e-04,"",185.70764249900094
320,321,4.67348264398975977e-02,4.67348264398975977e-02,1.54070215745863585e-08,6.32250666019234229e-04,"",191.73846607800078
330,331,4.67264087085909816e-02,4.67264087085909816e-02,9.53962166440689030e-08,4.71972593180694207e-04,"",197.80589641199913
340,341,4.67153970628458037e-02,4.67153970628458037e-02,2.73687924842087649e-07,1.01469788040676437e-03,"",203.86249416600185
350,351,4.66900569517009686e-02,4.66900569517009686e-02,5.88403990491606722e-07,2.63009690601433274e-04,"",209.98309096899902
