"Iter.","Eval.","Best","Current","Min. step","Max. step","Bound corr.","Time m:s"
0,1,1.63373007566227884e+01,1.63373007566227884e+01,2.43094106540287415e-09,6.21192087581310098e-03,"",0.5533893530082423
1,2,1.63224687830509261e+01,1.63224687830509261e+01,2.91712927848344907e-09,7.45430505097572065e-03,"",1.1128673990024254
2,3,1.63046014271137061e+01,1.63046014271137061e+01,3.50055513418013880e-09,8.94516606117086444e-03,"",1.6706727060081903
3,4,1.62830610479109161e+01,1.62830610479109161e+01,4.20066616101616655e-09,1.07341992734050363e-02,"",2.2329060469928663
10,11,1.59349422970555565e+01,1.59349422970555565e+01,1.50517463353628330e-08,3.84625767398388760e-02,"",6.16630215299665
20,21,1.25522198100082498e+01,1.25522198100082498e+01,9.31964460053917479e-08,2.38150137299415338e-01,"",11.804951148980763
30,31,5.49794826679764981e+00,nan,2.31902580524136305e-07,5.92593749644881096e-01,"",14.744682657008525
40,41,5.49794826679764981e+00,nan,2.31902580524136305e-07,5.92593749644881096e-01,"",14.872898106987122
50,51,5.49794826679764981e+00,nan,2.31902580524136305e-07,5.92593749644881096e-01,"",15.001278979005292
60,61,5.49794826679764981e+00,nan,2.31902580524136305e-07,5.92593749644881096e-01,"",15.129638204991352
70,71,5.49794826679764981e+00,nan,2.31902580524136305e-07,5.92593749644881096e-01,"",15.256940160004888
80,81,5.49794826679764981e+00,nan,2.31902580524136305e-07,5.92593749644881096e-01,"",15.385083506000228
90,91,5.49794826679764981e+00,nan,2.31902580524136305e-07,5.92593749644881096e-01,"",15.515817109990167
100,101,5.49794826679764981e+00,nan,2.31902580524136305e-07,5.92593749644881096e-01,"",15.644925169995986
110,111,5.49794826679764981e+00,nan,2.31902580524136305e-07,5.92593749644881096e-01,"",15.773437170981197
120,121,5.49794826679764981e+00,nan,2.31902580524136305e-07,5.92593749644881096e-01,"",15.902986147993943
130,131,5.49794826679764981e+00,nan,2.31902580524136305e-07,5.92593749644881096e-01,"",16.037485506996745
140,141,5.49794826679764981e+00,nan,2.31902580524136305e-07,5.92593749644881096e-01,"",16.168257890996756
150,151,5.49794826679764981e+00,nan,2.31902580524136305e-07,5.92593749644881096e-01,"",16.296745589002967
160,161,5.49794826679764981e+00,nan,2.31902580524136305e-07,5.92593749644881096e-01,"",16.42729978499119
170,171,5.49794826679764981e+00,nan,2.31902580524136305e-07,5.92593749644881096e-01,"",16.55840838799486
180,181,5.49794826679764981e+00,nan,2.31902580524136305e-07,5.92593749644881096e-01,"",16.69017698499374
190,191,5.49794826679764981e+00,nan,2.31902580524136305e-07,5.92593749644881096e-01,"",16.820158137998078
200,201,5.49794826679764981e+00,nan,2.31902580524136305e-07,5.92593749644881096e-01,"",16.950517035991652
210,211,5.49794826679764981e+00,nan,2.31902580524136305e-07,5.92593749644881096e-01,"",17.082911023986526
220,221,5.49794826679764981e+00,nan,2.31902580524136305e-07,5.92593749644881096e-01,"",17.217418888991233
226,226,5.49794826679764981e+00,nan,2.31902580524136305e-07,5.92593749644881096e-01,"",17.28306894598063
