"Iter.","Eval.","Best","Current","Min. step","Max. step","Bound corr.","Time m:s"
0,1,4.06714573872760798e+00,4.06714573872760798e+00,1.19999999999999995e-06,1.27585013467308062e+00,"",0.5932217959998525
1,2,4.06713600466067149e+00,4.06713600466067149e+00,1.43999999999999998e-06,1.53102016160769661e+00,"",1.172171005000564
2,3,4.06708706458495417e+00,4.06708706458495417e+00,1.72799999999999980e-06,1.83722419392923575e+00,"",1.7685062070013373
3,4,4.06675755612562018e+00,4.06675755612562018e+00,2.07359999999999951e-06,2.20466903271508263e+00,"",2.3738905050013273
10,11,3.75326476434827594e+00,3.77842363841756113e+00,1.07495423999999968e-06,1.14290042655949886e+00,"",6.611877483999706
20,21,3.74388214709724521e+00,3.74493991055075304e+00,6.68707533619199569e-07,8.57175319919624146e-02,"",12.72283167400019
30,31,3.72477101519669773e+00,3.72477101519669773e+00,4.14046079184326891e-06,9.25749345513193940e-03,"",18.812414014999376
40,41,3.62091637920977139e+00,3.62091637920977139e+00,2.56366418903751048e-05,4.77666328385583580e-02,"",24.843595946000278
50,51,3.11627982832083550e+00,3.11627982832083550e+00,1.58735329340661016e-04,1.56990388120587437e-01,"",30.927564108002116
60,61,2.27662035528751794e+00,2.27662035528751794e+00,1.18495288411486042e-04,7.66605773634389392e-02,"",36.973735038001905
70,71,2.17535546935597912e+00,2.17535546935597912e+00,1.41223983077043117e-05,8.74838793683657828e-02,"",42.918620619999274
80,81,2.12890040124281255e+00,2.12890040124281255e+00,3.66052564135695714e-06,3.81644707955802326e-02,"",48.87224924000111
90,91,2.09803935993442447e+00,2.09803935993442447e+00,1.88875082822658186e-05,3.18900015726862607e-02,"",54.705372194999654
100,101,2.03927544846253506e+00,2.03927544846253506e+00,4.89564214676329990e-06,2.12673909479953668e-02,"",60.502593608001916
110,111,2.00424006118176479e+00,2.00424006118176479e+00,4.38549273598825811e-06,4.57229441465704725e-02,"",66.33280614600153
120,121,1.94520751648529955e+00,1.94520751648529955e+00,2.72812732120357514e-06,5.84060647538429678e-02,"8",72.24157442400247
130,131,1.94083170624004531e+00,1.94083170624004531e+00,6.25000000000000039e-11,1.51388519841960945e-02,"8",78.06221240400191
140,141,1.93342575723092525e+00,1.93342575723092525e+00,1.19999999999999999e-09,3.25471462582879942e-02,"",83.95698952599923
150,151,1.92869848383226894e+00,1.92871752893150861e+00,1.19999999999999999e-09,1.01234643721778966e-02,"",89.89941640600227
160,161,1.92702890314958730e+00,1.92702890314958730e+00,2.48831999999999953e-09,1.05991640015484830e-02,"",95.83596512599979
170,171,1.92519547369690591e+00,1.92520026473543915e+00,1.00000000000000006e-09,7.91223353049993333e-03,"",101.75094246200024
180,181,1.92460071325357118e+00,1.92460071325357118e+00,4.29981695999999902e-09,1.70105779629621395e-02,"",107.6956813700017
190,191,1.92409730206619178e+00,1.92409730206619178e+00,9.24421294475181444e-09,4.93539455934296177e-03,"",113.62476050700207
200,201,1.92372150818801035e+00,1.92372150818801035e+00,1.98742118008476892e-08,1.06106466152772957e-02,"",119.58812887300155
210,211,1.92349122271278339e+00,1.92349162825192832e+00,2.14641487449155000e-09,3.30033552321584971e-03,"",125.54157532799945
220,221,1.92343913971711622e+00,1.92343913971711622e+00,3.84549628355626491e-09,1.83415705995411188e-03,"",131.47573636400193
230,231,1.92328102064944195e+00,1.92328102064944195e+00,2.38102994010991532e-08,1.13566170725199721e-02,"",137.4001744590023
240,241,1.92316887180528440e+00,1.92316887180528440e+00,9.76562500000000061e-13,3.20715043876395635e-03,"8",143.33461563699893
250,251,1.92308557133166902e+00,1.92308557133166902e+00,3.72529029846191429e-18,2.45968377008449731e-03,"8",149.29561181499957
260,261,1.92302237673852394e+00,1.92302237673852394e+00,3.72529029846191429e-18,5.28809499542302972e-03,"8",155.263445984001
270,271,1.92291840585130025e+00,1.92293810860265135e+00,1.00000000000000006e-09,3.94754176170330866e-03,"",161.2623845650014
280,281,1.92290715592817940e+00,1.92290715592817940e+00,3.72529029846191429e-18,1.02320282463349752e-03,"8",167.24348805200134
290,291,1.92287779537695025e+00,1.92287779537695025e+00,3.72529029846191429e-18,2.19979242943950859e-03,"8",173.16714094100098
300,301,1.92277935726614424e+00,1.92277935726614424e+00,3.72529029846191429e-18,1.36205349070803849e-02,"8",179.16443897800127
310,311,1.92207127716138926e+00,1.92207127716138926e+00,3.72529029846191429e-18,8.43347620767401912e-02,"8",185.13793236299898
320,321,1.90103862075446384e+00,1.90103862075446384e+00,2.07359999999999954e-09,5.22178618024990437e-01,"",191.09742461600035
330,331,1.78066208070408982e+00,1.83421439521903196e+00,1.54793410559999942e-09,1.35348697792077505e-01,"",197.30154621900147
340,341,1.74675741734704193e+00,1.74675741734704193e+00,9.58439998111867950e-09,1.01037261506994644e-01,"",203.47697668399996
350,351,1.50435910753452107e+00,1.50435910753452107e+00,5.93440784499423633e-08,2.17220865309865258e-01,"",209.5324457980023
360,361,9.18913239244234847e-01,9.18913239244234847e-01,3.67442891992270899e-07,6.57635613798169261e-02,"",215.47039403500094
370,371,4.57404043412262096e-01,4.57404043412262096e-01,2.27510953750053232e-06,4.90922355157878063e-02,"",221.40655422800046
380,381,3.45938613990991961e-01,3.45938613990991961e-01,1.40868785882916652e-05,8.79531778646244627e-02,"0,1",227.3116148170011
390,391,2.69160670018432302e-01,2.69160670018432302e-01,1.14363921608704261e-05,1.89091282934104377e-01,"",233.22251767200214
400,401,2.31823964233347585e-01,2.31823964233347585e-01,8.53722100252112848e-06,4.90124605365198571e-02,"",239.14808352399996
410,411,1.36942031449792917e-01,1.36942031449792917e-01,5.28602222273883047e-05,4.39051268888039012e-02,"",245.07647815400196
420,421,7.59094347662640084e-02,7.59094347662640084e-02,3.27296563261478127e-04,7.86600038447629185e-02,"",251.06932094299918
430,431,5.65660757058540076e-02,5.65660757058540076e-02,9.32487252178678403e-05,5.87193782301001360e-02,"",257.1175030539998
440,441,3.61160659896854197e-02,3.61160659896854197e-02,2.41700695764713414e-05,1.26241289197219664e-01,"",263.2117994809996
450,451,1.84389049801307429e-02,1.84389049801307429e-02,1.80428602585575460e-05,3.27217421599193328e-02,"",269.19825853099974
460,461,9.22030959289749791e-03,9.22030959289749791e-03,1.34689230115721712e-05,2.44266496354111386e-02,"",275.2176949470013
470,471,6.46526121186638287e-03,6.46526121186638287e-03,3.49114484459950658e-06,1.82343962462358719e-02,"",281.23848388400074
480,481,4.34302218843299944e-03,4.34302218843299944e-03,7.50564190631275924e-06,1.36119038602300919e-02,"",287.26884500099914
490,491,3.76045409919377027e-03,3.76045409919377027e-03,5.60293166049484706e-06,3.52820548057163931e-03,"",293.29826687199966
500,501,2.96150315603023549e-03,2.96150315603023549e-03,3.46918760345040362e-05,7.58531888186343966e-03,"",299.32444848900195
510,511,2.37566598861940195e-03,2.37566598861940195e-03,8.99213426814344594e-06,3.08794645484361920e-03,"",305.35558880900135
520,521,1.94744261087863801e-03,1.94744261087863801e-03,2.33076120230278068e-06,6.63880226905423209e-03,"",311.42288535600164
530,531,1.80797438176239617e-03,1.80797438176239617e-03,1.73990391447421634e-06,2.60139450421892652e-03,"",317.5213537870004
540,541,1.69212150120487750e-03,1.69212150120487750e-03,1.07730264387263354e-05,2.16196386205870983e-03,"",323.52563053500126
550,551,1.32214310393318174e-03,1.32214310393318174e-03,2.79236845291786571e-06,7.95361704277175452e-03,"",329.5333273130018
560,561,1.25046475989046149e-03,1.25046475989046149e-03,2.08449188062937416e-06,1.20476793497593265e-03,"",335.56824772899927
570,571,1.16981649566897002e-03,1.16981649566897002e-03,5.37776012478748587e-06,1.53895938542347580e-03,"",341.56363228100236
580,581,1.06525668905723585e-03,1.06525668905723585e-03,9.63474341307205973e-06,2.10662003578007901e-03,"",347.5579088250015
590,591,9.66260789956197605e-04,9.66260789956197605e-04,7.19229741888463729e-06,2.46987296391996394e-03,"",353.5664774300021
600,601,8.51729261868089567e-04,8.51729261868089567e-04,1.86424349097489795e-06,5.31000082965426331e-03,"",359.5702693150015
610,611,8.04108410131348689e-04,8.06728615679142588e-04,1.39165030903879750e-06,1.37635221504638495e-03,"",365.6244926590007
620,621,7.81299902590230043e-04,7.81299902590230043e-04,1.03886138909622584e-06,1.55323997248252082e-03,"",371.68642208200254
630,631,7.51802598698765893e-04,7.51802598698765893e-04,7.75505871514775954e-07,1.29086483582794144e-03,"",377.75720230500156
640,641,7.27133592341078021e-04,7.27133592341078021e-04,1.66726664945940689e-06,9.63625436486214540e-04,"",383.83105485800115
650,651,7.09774244587763493e-04,7.09774244587763493e-04,1.24460788475484900e-06,1.23092619454789735e-03,"",389.8747195920005
660,661,6.97323019635768073e-04,6.97323019635768073e-04,2.68608977068945004e-06,5.36986324137851256e-04,"",395.92553963200044
670,671,6.85582387493604054e-04,6.85582387493604054e-04,1.81724525914724768e-06,4.00858143023609316e-04,"",401.987537584002
680,681,6.75515204143819592e-04,6.75515204143819592e-04,3.90691099288046437e-06,5.12052473775319469e-04,"",408.0230977829997
690,691,6.61336460985570136e-04,6.61336460985570136e-04,1.33572243837363666e-06,7.00928179679683968e-04,"",414.0515071160007
700,701,6.46664694601406368e-04,6.46664694601406368e-04,2.88516046688705491e-07,1.38311452023362979e-03,"",420.1590808260007
710,711,6.39054147088896195e-04,6.39054147088896195e-04,1.78641531472931593e-06,9.27408129833762022e-04,"",426.226697039001
720,721,6.37082048240069569e-04,6.37082048240069569e-04,5.55646619493406373e-07,2.40384187252911047e-04,"",432.26783257400166
730,731,6.34082788690648385e-04,6.34082788690648385e-04,2.86701450991729798e-06,5.75361231840806247e-04,"",438.29222600399953
740,741,6.31693184425401286e-04,6.31693184425401286e-04,7.43130160970563553e-07,4.29504858124234417e-04,"",444.34735419199933
750,751,6.30388832111892909e-04,6.30388832111892909e-04,1.33650816730055939e-06,1.90501917338497493e-04,"",450.3937182570007
760,761,6.28683815040755479e-04,6.28683815040755479e-04,1.19264816904159456e-06,2.39344278628100929e-04,"",456.5188421820021
770,771,6.27360357003574798e-04,6.27360357003574798e-04,8.90307087596873999e-07,1.94664109703629961e-04,"",462.58533977800107
780,781,6.26375770519481097e-04,6.26375770519481097e-04,6.64610679662715979e-07,1.45315979237320924e-04,"",468.6270516600016
790,791,6.25546322193868635e-04,6.25546322193868635e-04,1.72267088168575959e-07,1.70373395414379574e-04,"",474.65014042500115
800,801,6.25366802727902950e-04,6.25366802727902950e-04,4.46516292532948922e-08,4.41607840914071831e-05,"",480.6723656239992
810,811,6.25117320664531073e-04,6.25117320664531073e-04,2.76471119167127193e-07,1.74095808582302655e-04,"",486.73788480000076
820,821,6.24931617601217357e-04,6.24931617601217357e-04,5.94387603572497080e-07,5.41507603014394160e-05,"",492.8196202420004
830,831,6.24692989634342182e-04,6.24692989634342182e-04,1.84878320215189480e-07,8.90446708449246918e-05,"",498.9192117220009
840,841,6.24508536509039850e-04,6.24508536509039850e-04,1.15009105439465050e-07,1.13744836611607452e-04,"",505.0087889189999
850,851,6.24343374921551239e-04,6.24343374921551239e-04,2.98103601299093331e-08,4.96207018522025386e-05,"",511.06646808799997
860,861,6.24212372801886549e-04,6.24212372801886549e-04,2.22533145955367867e-08,6.33850242937223924e-05,"",517.1527246049991
