"Iter.","Eval.","Best","Current","Min. step","Max. step","Bound corr.","Time m:s"
0,1,4.05306971843652608e+00,4.05306971843652608e+00,4.23117389763355123e-09,3.20343754002782755e-01,"",0.5903526120018796
1,2,4.05257926301068760e+00,4.05257926301068760e+00,5.07740867716026131e-09,3.84412504803339272e-01,"",1.2010256979992846
2,3,4.05182503418745554e+00,4.05182503418745554e+00,6.09289041259231373e-09,4.61295005764007116e-01,"",1.8227681660064263
3,4,4.05064982576809829e+00,4.05064982576809829e+00,7.31146849511077582e-09,5.53554006916808561e-01,"",2.4500447220052592
10,11,4.04266760618162380e+00,4.04266760618162380e+00,2.61983135314858191e-08,1.93699618100329619e-03,"2",6.698014844005229
20,21,4.04161133490140489e+00,4.04161133490140489e+00,2.85944218730158944e-09,2.52301868643712646e-03,"2",12.691076346003683
30,31,4.03403085687286111e+00,4.03403085687286111e+00,6.88667626567960919e-15,1.56218666952085555e-02,"2",18.765390984000987
40,41,3.98634482824992453e+00,3.98634482824992453e+00,3.52597824802795991e-12,4.03027004177501300e-02,"",24.88163270100631
50,51,3.91275186502695194e+00,3.91275186502695194e+00,7.58053053573085224e-12,2.07953081748049246e-01,"",30.957912153004145
60,61,1.76399055206584499e+00,1.76399055206584499e+00,1.62974468816666961e-11,4.47080093892264163e-01,"",37.07762765600637
70,71,8.49430588793313568e-01,8.49430588793313568e-01,3.50380192532447724e-11,4.79156386600845474e-01,"6,7",43.12046222700155
80,81,8.30717135285033548e-01,8.30717135285033548e-01,3.52597824802795991e-12,1.03497779505782608e-01,"",49.24810731700563
90,91,7.37519820587594466e-01,7.37519820587594466e-01,3.52597824802795991e-12,3.21919493374786189e-02,"",55.435370971004886
100,101,7.13890769042406337e-01,7.13890769042406337e-01,1.05285146329595174e-11,2.00259678438586934e-02,"",61.53045659800409
110,111,6.39847139270447229e-01,6.39847139270447229e-01,2.26353428912037472e-11,1.23995514492631007e-01,"",67.67969796900434
120,121,5.99399285618151700e-01,5.99399285618151700e-01,5.86708087740001020e-12,3.21396373564899543e-02,"",73.76730160100124
130,131,5.63819680538003576e-01,5.63819680538003576e-01,3.52597824802795991e-12,2.39921107280703198e-02,"",79.88341792400024
140,141,5.34096439339557638e-01,5.34096439339557638e-01,1.26342175595514199e-11,1.79100146900615757e-02,"",85.96781586400175
150,151,5.03680492385141898e-01,5.03680492385141898e-01,2.75467050627184368e-14,2.82052800781419054e-02,"6,7",92.06408192500385
160,161,4.36981022492556048e-01,4.36981022492556048e-01,3.36263489535137167e-18,2.87437482011393027e-02,"6,7",98.13314145100594
170,171,3.87102615423975227e-01,3.87102615423975227e-01,3.52597824802795991e-12,2.14570930571576814e-02,"",104.19759438800247
180,181,3.77535813380690644e-01,3.77535813380690644e-01,3.36263489535137167e-18,4.07399398763609328e-03,"6,7",110.28679713600286
190,191,3.74517734786221190e-01,3.74517734786221190e-01,3.36263489535137167e-18,8.75871422148784967e-03,"6,7",116.43303709400061
200,201,3.73115680196212884e-01,3.73115680196212884e-01,3.36263489535137167e-18,2.72431047145158022e-03,"7",122.45147555100266
210,211,3.72811804318293194e-01,3.72811804318293194e-01,6.88667626567960919e-15,5.88451061833541252e-04,"6,7",128.49059726200358
220,221,3.71121212752634932e-01,3.71121212752634932e-01,5.50934101254368735e-14,1.72709338879622381e-03,"7",134.4665081130006
230,231,3.67441388896928178e-01,3.67441388896928178e-01,2.20373640501747494e-13,9.44403979714335718e-04,"7",140.509932191002
240,241,3.67333502979505844e-01,3.67333502979505844e-01,3.52597824802795991e-12,1.16034147572654286e-04,"4,5",146.53195052200317
250,251,3.67329299847094837e-01,3.67329299847094837e-01,2.15208633302487787e-16,2.61564152290388191e-04,"4,5",152.54568845700123
260,261,3.67315985653716870e-01,3.67316931423250670e-01,3.36263489535137167e-18,2.34307912113798693e-04,"4,5",158.5882996260043
270,271,3.67308436327642873e-01,3.67308436327642873e-01,3.36263489535137167e-18,4.19783805987125310e-04,"4,5",164.57329743500304
280,281,3.67297464266531093e-01,3.67309471373359619e-01,3.36263489535137167e-18,3.76040318440997974e-04,"5",170.54810943399934
290,291,3.67293162411403584e-01,3.67293162411403584e-01,3.36263489535137167e-18,8.12247087832555645e-05,"4,5",176.59987716199976
300,301,3.67290649660289792e-01,3.67290649660289792e-01,3.36263489535137167e-18,1.66546573257633096e-04,"4,5",182.60024987700308
310,311,3.67283932885818287e-01,3.67283932885818287e-01,3.36263489535137167e-18,3.58059890161526503e-04,"4,5",188.58902944200236
320,321,3.67276880825091967e-01,3.67276880825091967e-01,3.36263489535137167e-18,3.76682510862905075e-04,"4,5",194.62762985500012
330,331,3.67264793388704325e-01,3.67264793388704325e-01,3.36263489535137167e-18,8.09832924371851545e-04,"4,5",200.63696776900179
340,341,3.67237482702238827e-01,3.67237482702238827e-01,3.36263489535137167e-18,2.33231882219093198e-03,"4,5",206.6484086290002
350,351,3.67228087667756220e-01,3.67228087667756220e-01,8.60834533209951149e-16,1.29969930600077927e-03,"5",212.65889561600488
360,361,3.67183809008665207e-01,3.67183809008665207e-01,1.10186820250873747e-13,2.79423455942118910e-03,"5",218.64375324200228
370,371,3.67073359799881649e-01,3.67073359799881649e-01,1.10186820250873747e-13,2.50306190600361545e-03,"5",224.64560096900095
380,381,3.67050338601845327e-01,3.67050338601845327e-01,5.50934101254368735e-14,1.55710475048672888e-03,"5",230.67687498200394
390,391,3.67029855849790809e-01,3.67029855849790809e-01,6.88667626567960919e-15,3.34763270731970120e-03,"4,5",236.69403091600543
400,401,3.67002238723849405e-01,3.67002238723849405e-01,5.50934101254368735e-14,2.49899442548332700e-03,"5",242.71617717100162
410,411,3.66979670608214625e-01,3.66979670608214625e-01,5.50934101254368735e-14,1.86548934264560147e-03,"5",248.73401088300307
420,421,3.66954748915276407e-01,3.66954748915276407e-01,1.37733525313592184e-14,4.01063135710340302e-03,"4,5",254.7604855890022
430,431,3.66930780201284279e-01,3.66930780201284279e-01,2.75467050627184368e-14,2.99392026555226091e-03,"5",260.75702149100107
440,441,3.66907841792599387e-01,3.66907841792599387e-01,5.50934101254368735e-14,2.23494950255370001e-03,"5",266.72399048400257
450,451,3.66879184049571261e-01,3.66879184049571261e-01,1.72166906641990230e-15,2.00205703662999180e-03,"5",272.76103323700227
460,461,3.66858512414783455e-01,3.66858512414783455e-01,2.69010791628109734e-17,3.58686616707874079e-03,"4,5",278.77318926900625
470,471,3.66830374864363484e-01,3.66830374864363484e-01,5.50934101254368735e-14,2.67758124625961129e-03,"5,7",284.7418397290021
480,481,3.66799290443582893e-01,3.66799290443582893e-01,5.50934101254368735e-14,2.39856442800937767e-03,"5,7",290.71329645399965
490,491,3.66770638030638363e-01,3.66770638030638363e-01,5.50934101254368735e-14,4.29724500300309072e-03,"5,7",296.71532934100105
500,501,3.66741212773782521e-01,3.66741212773782521e-01,1.34505395814054867e-17,3.20787620576179445e-03,"5,6,7",302.7151931650005
510,511,3.66709308523795630e-01,3.66709308523795630e-01,3.36263489535137167e-18,2.39466675609635582e-03,"5,6,7",308.70722915700026
520,521,3.66673711511802503e-01,3.66673711511802503e-01,3.36263489535137167e-18,5.14831436570564564e-03,"5,6,7",314.7568293370059
530,531,3.66639096208464910e-01,3.66639096208464910e-01,3.36263489535137167e-18,3.84319608074180051e-03,"6,7",320.7817063610055
