"Iter.","Eval.","Best","Current","Min. step","Max. step","Bound corr.","Time m:s"
0,1,1.21223538428160111e+01,1.21223538428160111e+01,1.19999999999999995e-06,1.13152864482082305e+00,"",0.5816748419965734
1,2,9.94977787289084681e+00,9.94977787289084681e+00,1.43999999999999998e-06,1.35783437378498761e+00,"",1.1426815439990605
2,3,7.76956917097402489e+00,7.76956917097402489e+00,1.72799999999999980e-06,1.62940124854198509e+00,"",1.717149285999767
3,4,5.27013121089142800e+00,5.27013121089142800e+00,2.07359999999999951e-06,4.88820374562595528e-01,"4",2.2913881989952642
10,11,4.06280695442107032e+00,4.06280695442107032e+00,3.62797055999999819e-09,7.29517145355125129e-01,"4,5",6.33451879399945
20,21,4.06254468026958282e+00,4.06256976840712358e+00,1.52587890625000010e-14,7.87878516983535060e-02,"4,5",12.093189702995005
30,31,4.06236448666274885e+00,4.06236448666274885e+00,1.49011611938476572e-17,7.09090665285181439e-03,"4,5",17.86494305099768
40,41,4.06161994214251720e+00,4.06161994214251720e+00,1.49011611938476572e-17,2.76695295229464344e-02,"4,5",23.627593040997453
50,51,4.05492939301684086e+00,4.05492939301684086e+00,1.49011611938476572e-17,1.71322433737899460e-01,"4,5",29.42213730599906
60,61,3.99378896879527590e+00,3.99378896879527590e+00,1.49011611938476572e-17,3.68327553107348105e-01,"4,5",35.230920488000265
70,71,1.55281320608148632e+00,3.49562595544112309e+00,1.49011611938476572e-17,7.91870529843137549e-01,"4,5",41.06749237499753
80,81,1.12842826184482758e+00,1.12842826184482758e+00,1.22070312500000008e-13,1.04648759870083152e-01,"4,5",46.90198068299651
90,91,1.02563375424535819e+00,1.02563375424535819e+00,1.49011611938476572e-17,2.71249585583255466e-02,"4,5",52.75954847699904
100,101,1.01612821719946966e+00,1.01612821719946966e+00,1.49011611938476572e-17,8.43694710998157786e-03,"4,5",58.63415735899616
110,111,1.01494644914295740e+00,1.01494644914295740e+00,1.49011611938476572e-17,6.29814726981280711e-03,"4,5",64.47546334999788
120,121,1.01467482836630629e+00,1.01467482836630629e+00,1.49011611938476572e-17,7.68447393991797140e-03,"4,5",70.27870909699413
130,131,1.01371910356679051e+00,1.01371910356679051e+00,1.49011611938476572e-17,5.73642905825300520e-03,"4,5",76.10296515699883
140,141,1.00961704259995622e+00,1.00961704259995622e+00,1.49011611938476572e-17,4.28222134626963461e-03,"4,5",81.93478158799553
150,151,9.99053413862065143e-01,9.99053413862065143e-01,1.49011611938476572e-17,1.35184369816645587e-02,"4,5",87.76589186499768
160,161,9.76474248066690254e-01,9.76474248066690254e-01,1.49011611938476572e-17,2.90634023032262344e-02,"4,5",93.62674377999792
170,171,9.37972303644648231e-01,9.37972303644648231e-01,1.49011611938476572e-17,6.24836550693575951e-02,"4,5",99.4139608810001
180,181,9.20941496036419727e-01,9.20941496036419727e-01,1.49011611938476572e-17,1.61957633939774880e-02,"4,5",105.19565050999518
190,191,9.20791324539237066e-01,9.20791324539237066e-01,1.49011611938476572e-17,9.92673748097824913e-04,"4,5",110.98208319200057
200,201,9.20694056438541630e-01,9.20694056438541630e-01,1.49011611938476572e-17,6.14637420165762335e-03,"4,5",116.75657038299687
210,211,9.20461217500368134e-01,9.20461217500368134e-01,1.49011611938476572e-17,5.50589250724873008e-03,"4,5",122.56590921599854
220,221,9.20235482459245913e-01,9.20235482459245913e-01,1.49011611938476572e-17,9.86430415941875333e-03,"4,5",128.36637258299743
230,231,9.19875899192713842e-01,9.19875899192713842e-01,1.49011611938476572e-17,7.36366359778945889e-03,"4,5",134.12187681499927
240,241,9.18962467089604607e-01,9.18962467089604607e-01,1.49011611938476572e-17,5.49694542109543851e-03,"4,5",139.92039495399513
250,251,9.17401004248100116e-01,9.17401004248100116e-01,1.49011611938476572e-17,4.10344776906606049e-03,"4,5",145.7482758929982
260,261,9.16954725118779845e-01,9.16954725118779845e-01,1.49011611938476572e-17,3.67584881498008408e-03,"4,5",151.51459736999823
270,271,9.16759953363761593e-01,9.16759953363761593e-01,1.49011611938476572e-17,7.90273853852363137e-03,"4,5",157.31903677000082
280,281,9.16719027953432075e-01,9.16719027953432075e-01,1.49011611938476572e-17,2.04838982918532485e-03,"4,5",163.06103167299443
290,291,9.16662783114954971e-01,9.16662783114954971e-01,1.49011611938476572e-17,3.66987555342606709e-03,"4,5",168.8430285939976
300,301,9.16458507889283069e-01,9.16458507889283069e-01,1.49011611938476572e-17,7.88989657285539200e-03,"4,5",174.64558626600046
310,311,9.15918985951243880e-01,9.15918985951243880e-01,1.49011611938476572e-17,5.88977623205025683e-03,"4,5",180.4616596909982
320,321,9.15771276440131898e-01,9.15794945810075256e-01,1.49011611938476572e-17,4.39669439812058731e-03,"4,5",186.19256148999557
330,331,9.15753541380549541e-01,9.15753541380549541e-01,1.49011611938476572e-17,1.13962318799285607e-03,"4,5",191.95681077799964
340,341,9.15690915328100763e-01,9.15690915328100763e-01,1.49011611938476572e-17,7.05624640090696687e-03,"4,5",197.6920702369971
350,351,9.15595019543022137e-01,9.15596169069301302e-01,1.49011611938476572e-17,2.19477488053810253e-03,"4,5",203.4374710609991
360,361,9.15530311509059169e-01,9.15530311509059169e-01,1.49011611938476572e-17,1.36532555768514277e-03,"4,5",209.2422423809985
370,371,9.15425299171748974e-01,9.15425299171748974e-01,1.49011611938476572e-17,8.45373598395268711e-03,"4,5",215.0240527059941
380,381,9.15314948479341139e-01,9.15314948479341139e-01,1.49011611938476572e-17,6.31068009707674415e-03,"4,5",220.78897374299413
390,391,9.15216929934332679e-01,9.15216929934332679e-01,1.49011611938476572e-17,4.71089744974740026e-03,"4,5",226.5417472659974
400,401,9.15199124298262556e-01,9.15199124298262556e-01,1.49011611938476572e-17,1.22106461897452593e-03,"4,5",232.30302982199646
410,411,9.15139368202891323e-01,9.15139368202891323e-01,1.49011611938476572e-17,7.56051027540854872e-03,"4,5",238.08095849999518
420,421,9.15100006683297607e-01,9.15100006683297607e-01,1.49011611938476572e-17,1.95968426338589529e-03,"4,5",243.87031075199775
430,431,9.15080824812511739e-01,9.15080824812511739e-01,1.49011611938476572e-17,1.46289646388051732e-03,"4,5,7",249.6215626810008
440,441,9.15029835268430070e-01,9.15029835268430070e-01,1.49011611938476572e-17,3.14509351305873684e-03,"4,5,7",255.372449495997
450,451,9.14956333601079086e-01,9.14956333601079086e-01,1.49011611938476572e-17,6.76166321411796750e-03,"4,5,6,7",261.11462390499946
460,461,9.14909104324552636e-01,9.14910280295511802e-01,1.49011611938476572e-17,1.75262310509937671e-03,"4,5,6,7",266.8782103019985
470,471,9.14896821442833907e-01,9.14896821442833907e-01,1.49011611938476572e-17,1.30832613746426443e-03,"4,5,6,7",272.65926957199554
480,481,9.14848269593539709e-01,9.14848269593539709e-01,1.49011611938476572e-17,8.10081059771539103e-03,"4,5,6,7",278.3991860379974
