"Iter.","Eval.","Best","Current","Time m:s"
0,10,3.49944997976050676e+00,3.49944997976050676e+00,0.36183495200020843
1,20,3.35096459890861631e+00,3.35096459890861631e+00,0.7257677110001168
2,30,3.20669857061478991e+00,3.20669857061478991e+00,1.087986303999969
3,40,2.68804516794977566e+00,2.68804516794977566e+00,1.4508091070001683
4,50,2.16314085753626228e+00,2.16314085753626228e+00,1.8153371019998303
5,59,1.13330723337565353e+00,1.13330723337565353e+00,2.141747996000049
6,67,1.06852944981970777e+00,1.06852944981970777e+00,2.432860771000378
7,76,7.67205184864895751e-01,7.67205184864895751e-01,2.7644588769999245
8,85,7.22165099515186482e-01,7.22165099515186482e-01,3.0946546499999386
9,93,6.98754891575264603e-01,6.98754891575264603e-01,3.3902221119997193
10,99,5.52925711155664690e-01,5.52925711155664690e-01,3.6260555239996393
11,105,5.52925711155664690e-01,7.36880565799168719e-01,3.846555566000461
12,113,5.52925711155664690e-01,6.94238279940645353e-01,4.140897612999652
13,121,5.52925711155664690e-01,6.62636268607450507e-01,4.441211708000083
14,129,5.52925711155664690e-01,6.59870401515166294e-01,4.734374161000233
15,138,5.52925711155664690e-01,6.20018837555488478e-01,5.070726595000451
16,144,5.52925711155664690e-01,5.71023521370114251e-01,5.292012486999738
17,150,5.52925711155664690e-01,6.68996108143373180e-01,5.5139457470004345
18,159,5.52925711155664690e-01,6.23586726683300729e-01,5.8452697600005195
19,168,5.52925711155664690e-01,5.64005608291219818e-01,6.176616427999761
20,178,5.52925711155664690e-01,6.01127075075463702e-01,6.544606937000026
21,188,5.52925711155664690e-01,5.91185015621862764e-01,6.913193317999685
22,198,5.24794339539574661e-01,5.24794339539574661e-01,7.282601214999886
23,208,5.24794339539574661e-01,5.65027427710117713e-01,7.65070969899989
24,218,5.24794339539574661e-01,5.42074510848594038e-01,8.020127892000346
25,228,4.92927404508014921e-01,4.92927404508014921e-01,8.38862169999993
26,237,4.92927404508014921e-01,5.28938580545001646e-01,8.720491181999932
27,241,4.92927404508014921e-01,5.50345160567015879e-01,8.869806157000312
28,248,4.92927404508014921e-01,5.13255842834880349e-01,9.130543539000428
29,256,4.92927404508014921e-01,5.38767808418105232e-01,9.426624288999847
30,264,4.92927404508014921e-01,5.38184519883810664e-01,9.721296073999838
31,274,4.92927404508014921e-01,5.10489449584420329e-01,10.090500240000438
32,283,4.92927404508014921e-01,5.18622526694705321e-01,10.422112977000324
