"Iter.","Eval.","Best","Current","Time m:s"
0,10,3.92823650614991315e+00,3.92823650614991315e+00,0.37731825499940896
1,19,3.92823650614991315e+00,3.94059142033690790e+00,0.7145337530018878
2,27,3.90651405877782087e+00,3.90651405877782087e+00,1.0119355419992644
3,36,3.90651405877782087e+00,3.95031380332385629e+00,1.346543653999106
4,45,3.90651405877782087e+00,3.91159729743561657e+00,1.6799473270002636
5,54,3.90651405877782087e+00,3.92930091002271320e+00,2.014079643999139
6,64,3.88838713857227836e+00,3.88838713857227836e+00,2.3852393599991046
7,74,3.88838713857227836e+00,3.91896429895117349e+00,2.755513954001799
8,84,3.88833707487848068e+00,3.88833707487848068e+00,3.130602612000075
9,94,3.87674562065576778e+00,3.87674562065576778e+00,3.5032810650009196
10,104,3.87674562065576778e+00,3.88168740120030176e+00,3.87556329400104
11,114,3.87674562065576778e+00,3.90662886508992990e+00,4.247153880001861
12,124,3.87674562065576778e+00,3.88632490251297691e+00,4.619907045998843
13,134,3.87674562065576778e+00,3.88626815857284713e+00,4.993701339000836
14,144,3.87674562065576778e+00,3.87995243197029138e+00,5.3651547959998425
15,154,3.87583410082045221e+00,3.87583410082045221e+00,5.737100458998611
16,164,3.87583410082045221e+00,3.88568556484974970e+00,6.109298604998912
17,174,3.87362398944942798e+00,3.87362398944942798e+00,6.482749237999087
18,184,3.87362398944942798e+00,3.87416446860690167e+00,6.85395680000147
19,194,3.87193304953198636e+00,3.87193304953198636e+00,7.229709512001136
20,204,3.87193304953198636e+00,3.87268360857931437e+00,7.6030132550004055
21,214,3.87193304953198636e+00,3.87626705471475574e+00,7.974259774000529
22,224,3.87193304953198636e+00,3.87644521455873559e+00,8.345579347998864
23,234,3.87193304953198636e+00,3.87373996043819036e+00,8.716845847000513
24,244,3.87193304953198636e+00,3.87210534044818555e+00,9.089223746999778
25,254,3.87193304953198636e+00,3.87262035535753624e+00,9.46331453699895
26,264,3.87193304953198636e+00,3.87361583655014297e+00,9.836982046999765
