"Iter.","Eval.","Best","Current","Time m:s"
0,10,2.90705365231017640e+03,2.90705365231017640e+03,1.1725919089949457
1,20,2.84803208542531411e+03,2.84803208542531411e+03,2.138030539994361
2,30,2.51998823533834002e+03,2.51998823533834002e+03,3.1511579929938307
3,40,2.32255089098905364e+03,2.32255089098905364e+03,4.142991668995819
4,50,2.12484644896815962e+03,2.12484644896815962e+03,5.114200177995372
5,60,1.87904352581623971e+03,1.87904352581623971e+03,6.116611402991111
6,70,1.59820626200223455e+03,1.59820626200223455e+03,7.158632325998042
7,80,1.42645660735678257e+03,1.42645660735678257e+03,8.217369325997424
8,90,1.08396121824584316e+03,1.08396121824584316e+03,9.282013178002671
9,100,6.09124393653583638e+02,6.09124393653583638e+02,10.348584097999264
10,110,4.49763434603438498e+02,4.49763434603438498e+02,11.428993259003619
11,120,2.54576594475102070e+02,2.54576594475102070e+02,12.501949796002009
12,130,1.30916966308492221e+02,1.30916966308492221e+02,13.581161939000594
13,140,1.14930372714592167e+02,1.14930372714592167e+02,14.669877501990413
14,149,1.92923384390296597e+01,1.92923384390296597e+01,15.648069154995028
15,159,5.73728642700847047e+00,5.73728642700847047e+00,16.750643751001917
16,168,1.26610914951117093e+00,1.26610914951117093e+00,17.755685969998012
17,176,1.26610914951117093e+00,1.81032959121149850e+00,18.643239929995616
18,186,1.26610914951117093e+00,1.45514981976628510e+00,19.75516165100271
19,194,1.26610914951117093e+00,1.27039984471048584e+00,20.675522951001767
20,204,1.20697227071454249e+00,1.20697227071454249e+00,21.789356363995466
21,213,1.20697227071454249e+00,1.44359028183551397e+00,22.803411832996062
22,222,6.99762086038960507e-01,6.99762086038960507e-01,23.821450624003774
23,231,6.99762086038960507e-01,8.40057345728913885e-01,24.847336584003642
24,241,6.99762086038960507e-01,9.81525381037742783e-01,25.982254265996744
25,251,6.99762086038960507e-01,8.22624556476737268e-01,27.12133456399897
26,261,6.99762086038960507e-01,1.25542578422045059e+00,28.26028617499105
27,271,6.99762086038960507e-01,1.00273075481159712e+00,29.399208930000896
28,281,6.99762086038960507e-01,1.03876733179002945e+00,30.544179685995914
29,291,6.99762086038960507e-01,8.20777131817544636e-01,31.699152108994895
30,301,6.99762086038960507e-01,9.47185326839513952e-01,32.85471758600033
31,311,6.99762086038960507e-01,8.65273609508147801e-01,34.02592404799361
32,321,6.99762086038960507e-01,8.69365554774825910e-01,35.20654503899277
33,331,5.69590349415207364e-01,5.69590349415207364e-01,36.379569461001665
34,341,5.69590349415207364e-01,7.15696329329182701e-01,37.554602538002655
35,351,5.69590349415207364e-01,6.35246123050320244e-01,38.728121198000736
