"Iter.","Eval.","Best","Current","Time m:s"
0,10,1.32743703374251254e+02,1.32743703374251254e+02,1.4030487059935695
1,20,6.95153016737745588e+01,6.95153016737745588e+01,2.782159030000912
2,30,1.30939664543800180e+01,1.30939664543800180e+01,4.183879956006422
3,40,3.73040190527085480e+00,3.73040190527085480e+00,5.585759801004315
4,50,3.73040190527085480e+00,7.85221290879057410e+00,6.965494104006211
5,60,3.73040190527085480e+00,8.92975921733900968e+00,8.326443430996733
6,70,3.73040190527085480e+00,6.60738931510416538e+00,9.724518289993284
7,80,3.73040190527085480e+00,5.50865550444759489e+00,11.105147740003304
8,90,3.73040190527085480e+00,7.40685525795603450e+00,12.480374374004896
9,100,3.08408898079611049e+00,3.08408898079611049e+00,13.853702455002349
10,110,3.08408898079611049e+00,3.67923284684547713e+00,15.234353192005074
11,120,3.08408898079611049e+00,4.04232771582139438e+00,16.60555918699538
12,130,2.22362165664626987e+00,2.22362165664626987e+00,17.966967732994817
13,140,2.22362165664626987e+00,3.01153228518627136e+00,19.3467884290003
14,150,2.22362165664626987e+00,6.99948556207086448e+00,20.76296274800552
15,160,2.22362165664626987e+00,4.79984172577795398e+00,22.151157278000028
16,170,2.22362165664626987e+00,6.30263195887816252e+00,23.531098331994144
17,180,2.22362165664626987e+00,3.76532707971689673e+00,24.916722294001374
18,190,2.22362165664626987e+00,4.54295758033180253e+00,26.29442243500671
19,200,2.22362165664626987e+00,4.24344485905752666e+00,27.65831529800198
20,210,2.22362165664626987e+00,4.14469873056729288e+00,29.009455708001042
21,220,2.22362165664626987e+00,2.27336878579608870e+00,30.382583318001707
22,230,2.22362165664626987e+00,3.07512982284147540e+00,31.791720998997334
23,240,2.22362165664626987e+00,3.78130359707176344e+00,33.17927623700234
24,250,2.22362165664626987e+00,2.46419409153106539e+00,34.58025658800034
25,260,2.22362165664626987e+00,4.23153856876169954e+00,36.00452404499811
26,270,2.22362165664626987e+00,3.52859393933741039e+00,37.42678908100061
27,280,2.22362165664626987e+00,3.29985683950233621e+00,38.8198878569965
28,290,2.22362165664626987e+00,3.57435224073616853e+00,40.23028900100326
29,300,1.94054679522807993e+00,1.94054679522807993e+00,41.63267570199969
30,310,1.94054679522807993e+00,2.84387018038184758e+00,43.04056713900354
31,320,1.94054679522807993e+00,2.70490385933841981e+00,44.451292740995996
32,330,1.75280317069387803e+00,1.75280317069387803e+00,45.855675801998586
33,340,1.65797649054023122e+00,1.65797649054023122e+00,47.26257425699441
