"Iter.","Eval.","Best","Current","Time m:s"
0,10,6.89371512122020704e+02,6.89371512122020704e+02,1.1416851979738567
1,20,3.06846814649160308e+02,3.06846814649160308e+02,2.06104079799843
2,30,1.00700653784637225e+02,1.00700653784637225e+02,2.996949838998262
3,40,8.86263885920403460e+00,8.86263885920403460e+00,3.9208086669968907
4,50,8.86263885920403460e+00,6.78890366491423265e+01,4.866854887979571
5,60,4.97847922879712623e+00,4.97847922879712623e+00,5.788741112977732
6,70,3.84469903906381294e+00,3.84469903906381294e+00,6.7096610509906895
7,80,3.81872219074855090e+00,3.81872219074855090e+00,7.62432938098209
8,90,3.81872219074855090e+00,6.12499597910170035e+00,8.587315941986162
9,100,3.68114235570638604e+00,3.68114235570638604e+00,9.522389652993297
10,110,2.44419702797935656e+00,2.44419702797935656e+00,10.454610669985414
11,120,2.44419702797935656e+00,4.98951234819815426e+00,11.446912640996743
12,130,2.44419702797935656e+00,5.01993630812474212e+00,12.464445626974339
13,140,2.44419702797935656e+00,4.57728636181543092e+00,13.45267305598827
14,150,2.44419702797935656e+00,3.79933476148955052e+00,14.488323533994844
15,160,2.44419702797935656e+00,5.52176340318779779e+00,15.532304030988598
16,170,2.44419702797935656e+00,4.85321201915938438e+00,16.612022580986377
17,180,2.44419702797935656e+00,4.35543607184726334e+00,17.683405755000422
18,190,2.34438170282308356e+00,2.34438170282308356e+00,18.775481111981208
19,200,2.34438170282308356e+00,3.30881290932041905e+00,19.89788118097931
20,210,2.34438170282308356e+00,3.78886631812469421e+00,20.997194161987863
21,220,2.04927708300479239e+00,2.04927708300479239e+00,22.13596328999847
22,230,2.04927708300479239e+00,3.12288105946362471e+00,23.415878740983317
23,240,2.04927708300479239e+00,3.13497456070847091e+00,24.559825702977832
24,250,2.04927708300479239e+00,2.14329422666922920e+00,25.68894027499482
25,260,2.04927708300479239e+00,3.07878800605579839e+00,26.823600379982963
26,270,2.04927708300479239e+00,3.18803780650805724e+00,27.951350403978722
27,280,2.04927708300479239e+00,2.70542180154626610e+00,29.079877845972078
28,290,2.04927708300479239e+00,2.16779715839610443e+00,30.21483225998236
29,300,2.04927708300479239e+00,2.20608890053922924e+00,31.363328403997002
30,310,2.04927708300479239e+00,2.43659960242349349e+00,32.508648051996715
31,320,2.04927708300479239e+00,2.25896258984444875e+00,33.67501949099824
32,330,2.04927708300479239e+00,2.08992441171658783e+00,34.836829911975656
33,340,2.04927708300479239e+00,2.25561548208544815e+00,36.0000864789763
34,350,2.04927708300479239e+00,2.11678762583081825e+00,37.171213314984925
35,360,2.04927708300479239e+00,2.11622795523240281e+00,38.34196370097925
36,370,2.04927708300479239e+00,2.31058425029733261e+00,39.5213196889963
37,380,2.04927708300479239e+00,2.22633121833006253e+00,40.699537167995004
38,390,2.04927708300479239e+00,2.09178368887801414e+00,41.878607001999626
39,400,2.04927708300479239e+00,2.07960206309196494e+00,43.06464794598287
40,410,2.04927708300479239e+00,2.10666712291145242e+00,44.25126490497496
41,420,1.99430385702364243e+00,1.99430385702364243e+00,45.440273312997306
42,430,1.95053323089246100e+00,1.95053323089246100e+00,46.632399145979434
43,440,1.89436647298088268e+00,1.89436647298088268e+00,47.83656005299417
44,450,1.85182425110751581e+00,1.85182425110751581e+00,49.04151308099972
45,460,1.85182425110751581e+00,1.88532366445951660e+00,50.24286875099642
46,470,1.82376926092345393e+00,1.82376926092345393e+00,51.44633262697607
47,480,1.82376926092345393e+00,1.89784125138072080e+00,52.6442097479885
48,490,1.81095959206929091e+00,1.81095959206929091e+00,53.853823396988446
49,500,1.81095959206929091e+00,1.81375539202683811e+00,55.0763045619824
50,510,1.77933304986829377e+00,1.77933304986829377e+00,56.302741624997
51,520,1.77644971533165585e+00,1.77644971533165585e+00,57.56594892599969
52,530,1.77568902622660807e+00,1.77568902622660807e+00,58.784150496998336
53,540,1.77200622927785245e+00,1.77200622927785245e+00,60.00436664497829
54,550,1.76316837103551771e+00,1.76316837103551771e+00,61.22751455300022
55,560,1.76316837103551771e+00,1.78359366826117105e+00,62.44307009797194
56,570,1.70821095933424205e+00,1.70821095933424205e+00,63.66695910898852
57,580,1.70674496587868751e+00,1.70674496587868751e+00,64.88251380197471
58,590,1.70260410679632090e+00,1.70260410679632090e+00,66.10614935599733
59,600,1.68661712070117931e+00,1.68661712070117931e+00,67.32924138198723
60,610,1.65701780086094175e+00,1.65701780086094175e+00,68.55852332597715
61,620,1.59624432520800896e+00,1.59624432520800896e+00,69.79929085099138
62,630,1.59624432520800896e+00,1.60599568189495034e+00,71.03514661398367
63,640,1.51939221731817775e+00,1.51939221731817775e+00,72.26156343999901
64,650,1.41485203713743579e+00,1.41485203713743579e+00,73.50509983598022
65,660,1.39723466565176246e+00,1.39723466565176246e+00,74.74536339999759
66,670,1.39723466565176246e+00,1.42488337419880806e+00,75.97617322998121
67,680,1.36215716476990467e+00,1.36215716476990467e+00,77.21894941999926
68,690,1.35579497946471061e+00,1.35579497946471061e+00,78.4717728709802
69,700,1.30402824333853351e+00,1.30402824333853351e+00,79.73459675299819
70,710,1.30402824333853351e+00,1.39586926314581983e+00,80.98066948298947
71,720,1.30402824333853351e+00,1.33625503324256423e+00,82.23353278197465
72,730,1.30402824333853351e+00,1.33441623077324212e+00,83.47366782298195
73,740,1.28437691329098080e+00,1.28437691329098080e+00,84.70738842699211
74,750,1.24884813253996207e+00,1.24884813253996207e+00,85.94912098898203
75,760,1.19706122599733211e+00,1.19706122599733211e+00,87.19159189099446
76,770,1.19706122599733211e+00,1.24941853885607834e+00,88.43486612898414
77,780,1.17228805512776968e+00,1.17228805512776968e+00,89.68226429898641
78,790,1.17228805512776968e+00,1.31874615785403981e+00,90.93220636498882
79,800,1.17228805512776968e+00,1.21900084488372640e+00,92.19043748799595
80,810,1.17228805512776968e+00,1.18648845223261135e+00,93.44993233098648
81,820,1.17228805512776968e+00,1.21439924085566298e+00,94.70712880999781
82,830,1.17228805512776968e+00,1.32118267507651099e+00,95.95789573498769
83,840,1.17228805512776968e+00,1.22573617883156283e+00,97.21355509699788
84,850,1.17228805512776968e+00,1.22657624338394244e+00,98.47135647299001
85,860,1.17228805512776968e+00,1.24581776221540652e+00,99.72062064099009
86,870,1.12816526668629713e+00,1.12816526668629713e+00,100.97611986499396
87,880,1.10343946056150077e+00,1.10343946056150077e+00,102.2283736509853
88,890,1.10343946056150077e+00,1.12146378739758656e+00,103.47550394298742
89,900,1.07677232752647534e+00,1.07677232752647534e+00,104.72893996897619
90,910,1.07677232752647534e+00,1.13208886472372128e+00,105.98326686097425
91,920,1.07677232752647534e+00,1.09636491383690915e+00,107.24838546497631
92,930,1.04730400474497554e+00,1.04730400474497554e+00,108.52694564298145
93,940,1.04666296094260436e+00,1.04666296094260436e+00,109.79814985799021
94,950,1.04666296094260436e+00,1.05252785113282776e+00,111.06226613899344
95,960,1.04666296094260436e+00,1.04782464390557850e+00,112.32812513099634
96,970,1.03478137075104648e+00,1.03478137075104648e+00,113.60870926699135
97,980,1.01735999055484005e+00,1.01735999055484005e+00,114.89085253697704
98,990,1.01212613400316109e+00,1.01212613400316109e+00,116.16765742597636
