"Iter.","Eval.","Best","Current","Time m:s"
0,10,1.51014822890333647e+02,1.51014822890333647e+02,1.6766293320106342
1,20,5.38913545487969081e+00,5.38913545487969081e+00,3.0672089100116864
2,30,3.13309273025049961e+00,3.13309273025049961e+00,4.443005918990821
3,40,2.86929345480870923e+00,2.86929345480870923e+00,5.808775998011697
4,50,2.61726994865179385e+00,2.61726994865179385e+00,7.189922155987006
5,60,2.61726994865179385e+00,5.22692355554536814e+00,8.56216803600546
6,70,2.61726994865179385e+00,7.57193702727653672e+00,9.948597411013907
7,80,2.61726994865179385e+00,4.56627346587706917e+00,11.31573905001278
8,90,2.61726994865179385e+00,4.65556302683023571e+00,12.668311834015185
9,100,2.61726994865179385e+00,3.34167670752383694e+00,14.036875663994579
10,110,2.61726994865179385e+00,4.10503361529529265e+00,15.418602985009784
11,120,1.14438536802715518e+00,1.14438536802715518e+00,16.785207353997976
12,130,1.14438536802715518e+00,5.59197705042856619e+00,18.156329166988144
13,140,1.14438536802715518e+00,2.78638021429746763e+00,19.518786884989822
14,150,1.14438536802715518e+00,2.93118717518046257e+00,20.885905733011896
15,160,1.14438536802715518e+00,4.60551299788498980e+00,22.550709152012132
16,170,1.14438536802715518e+00,1.86176335714591934e+00,24.165379156998824
17,180,1.14438536802715518e+00,3.31524701095253027e+00,25.580647260008845
18,190,1.14438536802715518e+00,3.40701218961316377e+00,26.986106880009174
19,200,1.14438536802715518e+00,3.34032419980256101e+00,28.376909351994982
20,210,1.14438536802715518e+00,3.24183367050248084e+00,29.798997417005012
21,220,1.14438536802715518e+00,3.48657863232906040e+00,31.181775144010317
22,230,1.14438536802715518e+00,3.12209599033810159e+00,32.56037834601011
23,240,1.14438536802715518e+00,1.78986528011748036e+00,33.938228106999304
24,250,1.14438536802715518e+00,2.20537711911204637e+00,35.31823247799184
25,260,1.14438536802715518e+00,3.56691020200406106e+00,36.695014149008784
26,270,1.14438536802715518e+00,2.25652142514703780e+00,38.070823128015036
27,280,1.14438536802715518e+00,1.69319242921215474e+00,39.44393715399201
28,290,1.14438536802715518e+00,3.11657988537817543e+00,40.8236289669876
29,300,1.14438536802715518e+00,3.16119588755040004e+00,42.198610190011095
30,310,1.14438536802715518e+00,3.51293644574811026e+00,43.56600923399674
31,320,1.14438536802715518e+00,2.36098039394761017e+00,44.94028687599348
32,330,1.14438536802715518e+00,2.74813456932381284e+00,46.31240990999504
33,340,1.14438536802715518e+00,2.44847628517142013e+00,47.68813406501431
34,350,1.14438536802715518e+00,2.03507015197465035e+00,49.06341348399292
35,360,1.14438536802715518e+00,1.84627720260229600e+00,50.4486345089972
36,370,1.14438536802715518e+00,1.50608505647760094e+00,51.83372123699519
37,380,1.14438536802715518e+00,2.66704682707189011e+00,53.221327228005975
38,390,1.14438536802715518e+00,1.73522432293290985e+00,54.61623233099817
39,400,1.14438536802715518e+00,2.21086493990706145e+00,56.002737024013186
40,410,1.14438536802715518e+00,2.29344000173188123e+00,57.3884872639901
41,420,1.14438536802715518e+00,1.78798975447629593e+00,58.77044925399241
42,430,1.14438536802715518e+00,1.70538144674396253e+00,60.150119588011876
43,440,1.14438536802715518e+00,1.60122222877138221e+00,61.54738777599414
44,450,1.14438536802715518e+00,1.55072843077320988e+00,62.88817841501441
45,460,1.14438536802715518e+00,1.69652007843711750e+00,64.189850588009
46,470,1.14438536802715518e+00,1.48323291204808672e+00,65.49727881001309
47,480,1.14438536802715518e+00,1.56483110130974623e+00,66.81227256299462
48,490,1.14438536802715518e+00,1.57343188949003143e+00,68.11106697301148
49,500,1.14438536802715518e+00,1.53727069205929578e+00,69.41164883901365
50,510,1.14438536802715518e+00,1.56605617039114509e+00,70.81520516501041
51,520,1.14438536802715518e+00,1.47419251847923882e+00,72.20234624101431
52,530,1.14438536802715518e+00,1.45842188927748828e+00,73.6122691440105
53,540,1.14438536802715518e+00,1.47135294591560362e+00,75.0562389010156
54,550,1.14438536802715518e+00,1.44990615240839560e+00,76.43563180501224
55,560,1.14438536802715518e+00,1.37261739234160940e+00,77.83923280800809
56,570,1.14438536802715518e+00,1.41444271118888332e+00,79.22553080599755
57,580,1.14438536802715518e+00,1.38209182790757912e+00,80.58239291000064
58,590,1.14438536802715518e+00,1.30487337669698578e+00,81.94483176601352
59,600,1.14438536802715518e+00,1.26053821444057923e+00,83.30432732999907
60,610,1.14438536802715518e+00,1.24368386406178422e+00,84.69666868899367
61,620,1.14438536802715518e+00,1.21624042759609852e+00,86.09401343099307
62,630,1.14438536802715518e+00,1.19678880485024153e+00,87.49184829401202
63,640,1.14438536802715518e+00,1.18495578030892634e+00,88.88229502100148
64,650,1.14438536802715518e+00,1.17994414005040160e+00,90.26683191099437
65,660,1.09768045401860825e+00,1.09768045401860825e+00,91.63920131599298
66,670,1.06890432604562280e+00,1.06890432604562280e+00,93.02076855598716
67,680,9.56268050136874104e-01,9.56268050136874104e-01,94.4122009180137
68,690,8.24972154958295678e-01,8.24972154958295678e-01,95.8029365100083
69,700,8.04152546546817337e-01,8.04152546546817337e-01,97.19150447798893
70,710,8.04152546546817337e-01,1.02479213694125004e+00,98.58113931000116
